ID,F_p,638 Red(Peak)
12101,104,104
12102,0,0
12103,20,20
12104,46,46
12105,68,68
12106,48,48
12107,26,26
12108,35,35
12109,26,26
12110,24,24
12111,31,31
12112,18,18
12113,66,66
12114,33,33
12115,58,58
12116,33,33
12117,0,0
12118,7,7
12119,17,17
12120,40,40
12121,30,30
12122,63,63
12123,31,31
12124,50,50
12125,41,41
12126,5,5
12127,38,38
12128,13,13
12129,28,28
12130,54,54
12131,44,44
12132,24,24
12133,25,25
12134,89,89
12135,43,43
12136,30,30
12137,0,0
12138,0,0
12139,37,37
12140,65,65
12141,54,54
12142,47,47
12143,34,34
12144,44,44
12145,109,109
12146,36,36
12147,39,39
12148,15,15
12149,36,36
12150,45,45
12151,0,0
12152,20,20
12153,0,0
12154,26,26
12155,3,3
12156,29,29
12157,17,17
12158,29,29
12159,11,11
12160,57,57
12161,0,0
12162,57,57
12163,55,55
12164,53,53
12165,32,32
12166,0,0
12167,41,41
12168,39,39
12169,99,99
12170,26,26
12171,21,21
12172,32,32
12173,35,35
12174,36,36
12175,12,12
12176,11,11
12177,23,23
12178,40,40
12179,51,51
12180,6,6
12181,16,16
12182,24,24
12183,13,13
12184,5,5
12185,64,64
12186,79,79
12187,53,53
12188,32,32
12189,28,28
12190,48,48
12191,71,71
12192,12,12
12193,10,10
12194,42,42
12195,56,56
12196,18,18
12197,2,2
12198,18,18
12199,23,23
12200,0,0
12201,32,32
12202,17,17
12203,8,8
12204,21,21
12205,7,7
12206,47,47
12207,61,61
12208,49,49
12209,18,18
12210,35,35
12211,46,46
12212,65,65
12213,39,39
12214,1,1
12215,60,60
12216,151,151
12217,31,31
12218,28,28
12219,49,49
12220,10,10
12221,37,37
12222,12,12
12223,53,53
12224,11,11
12225,9,9
12226,29,29
12227,102,102
12228,24,24
12229,28,28
12230,16,16
12231,48,48
12232,27,27
12233,23,23
12234,30,30
12235,35,35
12236,12,12
12237,4,4
12238,6,6
12239,21,21
12240,33,33
12241,40,40
12242,48,48
12243,18,18
12244,28,28
12245,41,41
12246,40,40
12247,19,19
12248,29,29
12249,14,14
12250,0,0
12251,14,14
12252,22,22
12253,21,21
12254,28,28
12255,6,6
12256,64,64
12257,3,3
12258,42,42
12259,60,60
12260,30,30
12261,92,92
12262,79,79
12263,15,15
12264,36,36
12265,20,20
12266,35,35
12267,69,69
12268,2,2
12269,35,35
12270,45,45
12271,0,0
12272,114,114
12273,12,12
12274,37,37
12275,13,13
12276,35,35
12277,39,39
12278,21,21
12279,5,5
12280,39,39
12281,25,25
12282,54,54
12283,10,10
12284,48,48
12285,79,79
12286,46,46
12287,62,62
12288,56,56
12289,10,10
12290,30,30
12291,35,35
12292,19,19
12293,78,78
12294,113,113
12295,79,79
12296,61,61
12297,36,36
12298,31,31
12299,48,48
12300,52,52
12301,27,27
12302,0,0
12303,15,15
12304,50,50
12305,21,21
12306,19,19
12307,62,62
12308,27,27
12309,56,56
12310,15,15
12311,0,0
12312,15,15
12313,49,49
12314,80,80
12315,22,22
12316,15,15
12317,28,28
12318,36,36
12319,34,34
12320,44,44
12321,15,15
12322,10,10
12323,26,26
12324,38,38
12325,9,9
12326,2,2
12327,24,24
12328,77,77
12329,0,0
12330,36,36
12331,17,17
12332,30,30
12333,103,103
12334,44,44
12335,12,12
12336,30,30
12337,31,31
12338,68,68
12339,0,0
12340,64,64
12341,12,12
12342,52,52
12343,13,13
12344,71,71
12345,15,15
12346,25,25
12347,1,1
12348,19,19
12349,35,35
12350,23,23
12351,14,14
12352,36,36
12353,90,90
12354,18,18
12355,26,26
12356,56,56
12357,15,15
12358,41,41
12359,74,74
12360,3,3
12361,8,8
12362,0,0
12363,93,93
12364,53,53
12365,37,37
12366,72,72
12367,0,0
12368,19,19
12369,34,34
12370,26,26
12371,37,37
12372,46,46
12373,18,18
12374,60,60
12375,4,4
12376,53,53
12377,0,0
12378,12,12
12379,10,10
12380,0,0
12381,43,43
12382,76,76
12383,32,32
12384,44,44
12385,27,27
12386,17,17
12387,23,23
12388,108,108
12389,16,16
12390,57,57
12391,49,49
12392,49,49
12393,8,8
12394,41,41
12395,8,8
12396,23,23
12397,4,4
12398,47,47
12399,26,26
12400,11,11
12401,61,61
12402,0,0
12403,13,13
12404,41,41
12405,30,30
12406,41,41
12407,8,8
12408,22,22
12409,24,24
12410,39,39
12411,32,32
12412,63,63
12413,126,126
12414,23,23
12415,17,17
12416,28,28
12417,0,0
12418,13,13
12419,24,24
12420,9,9
12421,11,11
12422,39,39
12423,56,56
12424,29,29
12425,28,28
12426,33,33
12427,33,33
12428,6,6
12429,37,37
12430,14,14
12431,51,51
12432,27,27
12433,8,8
12434,21,21
12435,0,0
12436,35,35
12437,30,30
12438,60,60
12439,31,31
12440,21,21
12441,3,3
12442,8,8
12443,30,30
12444,69,69
12445,41,41
12446,20,20
12447,41,41
12448,3,3
12449,50,50
12450,0,0
12451,18,18
12452,4,4
12453,46,46
12454,44,44
12455,35,35
12456,0,0
12457,73,73
12458,0,0
12459,31,31
12460,46,46
12461,18,18
12462,65,65
12463,50,50
12464,28,28
12465,58,58
12466,24,24
12467,18,18
12468,11,11
12469,21,21
12470,11,11
12471,26,26
12472,2,2
12473,90,90
12474,36,36
12475,28,28
12476,18,18
12477,22,22
12478,8,8
12479,20,20
12480,29,29
12481,17,17
12482,40,40
12483,51,51
12484,1,1
12485,34,34
12486,32,32
12487,60,60
12488,74,74
12489,10,10
12490,33,33
12491,90,90
12492,17,17
12493,19,19
12494,14,14
12495,24,24
12496,27,27
12497,57,57
12498,37,37
12499,0,0
12500,21,21
12501,9,9
12502,72,72
12503,0,0
12504,14,14
12505,23,23
12506,30,30
12507,25,25
12508,34,34
12509,43,43
12510,1,1
12511,10,10
12512,48,48
12513,15,15
12514,48,48
12515,15,15
12516,25,25
12517,34,34
12518,16,16
12519,0,0
12520,58,58
12521,18,18
12522,48,48
12523,182,182
12524,66,66
12525,16,16
12526,81,81
12527,15,15
12528,95,95
12529,16,16
12530,34,34
12531,18,18
12532,19,19
12533,104,104
12534,0,0
12535,17,17
12536,35,35
12537,35,35
12538,15,15
12539,52,52
12540,45,45
12541,42,42
12542,39,39
12543,35,35
12544,10,10
12545,69,69
12546,44,44
12547,53,53
12548,209,209
12549,19,19
12550,40,40
12551,2,2
12552,33,33
12553,50,50
12554,15,15
12555,28,28
12556,97,97
12557,0,0
12558,20,20
12559,50,50
12560,12,12
12561,23,23
12562,32,32
12563,17,17
12564,37,37
12565,39,39
12566,9,9
12567,3,3
12568,85,85
12569,30,30
12570,141,141
12571,6,6
12572,65,65
12573,0,0
12574,46,46
12575,29,29
12576,19,19
12577,72,72
12578,23,23
12579,55,55
12580,13,13
12581,16,16
12582,12,12
12583,1,1
12584,30,30
12585,51,51
12586,9,9
12587,30,30
12588,46,46
12589,12,12
12590,78,78
12591,22,22
12592,14,14
12593,15,15
12594,7,7
12595,0,0
12596,5,5
12597,13,13
12598,11,11
12599,0,0
12600,8,8
12601,26,26
12602,59,59
12603,68,68
12604,35,35
12605,1,1
12606,30,30
12607,66,66
12608,61,61
12609,34,34
12610,14,14
12611,7,7
12612,81,81
12613,37,37
12614,5,5
12615,23,23
12616,16,16
12617,23,23
12618,8,8
12619,2,2
12620,97,97
12621,15,15
12622,37,37
12623,30,30
12624,25,25
12625,129,129
12626,76,76
12627,45,45
12628,325,325
12629,27,27
12630,8,8
12631,6,6
12632,9,9
12633,0,0
12634,0,0
12635,24,24
12636,43,43
12637,5,5
12638,17,17
12639,35,35
12640,18,18
12641,33,33
12642,72,72
12643,27,27
12644,8,8
12645,39,39
12646,35,35
12647,19,19
12648,48,48
12649,21,21
12650,36,36
12651,0,0
12652,60,60
12653,42,42
12654,41,41
12655,58,58
12656,17,17
12657,21,21
12658,35,35
12659,96,96
12660,34,34
12661,80,80
12662,5,5
12663,20,20
12664,21,21
12665,50,50
12666,40,40
12667,7,7
12668,41,41
12669,14,14
12670,28,28
12671,85,85
12672,6,6
12673,6,6
12674,82,82
12675,12,12
12676,71,71
12677,27,27
12678,0,0
12679,24,24
12680,47,47
12681,70,70
12682,9,9
12683,47,47
12684,82,82
12685,7,7
12686,37,37
12687,21,21
12688,7,7
12689,46,46
12690,36,36
12691,2,2
12692,50,50
12693,39,39
12694,12,12
12695,33,33
12696,39,39
12697,3,3
12698,37,37
12699,74,74
12700,21,21
12701,25,25
12702,42,42
12703,8,8
12704,7,7
12705,35,35
12706,3,3
12707,35,35
12708,42,42
12709,14,14
12710,52,52
12711,34,34
12712,0,0
12713,18,18
12714,34,34
12715,0,0
12716,33,33
12717,48,48
12718,75,75
12719,8,8
12720,25,25
12721,14,14
12722,53,53
12723,26,26
12724,82,82
12725,3,3
12726,20,20
12727,42,42
12728,67,67
12729,24,24
12730,136,136
12731,28,28
12732,29,29
12733,10,10
12734,97,97
12735,62,62
12736,32,32
12737,26,26
12738,67,67
12739,7,7
12740,8,8
12741,14,14
12742,16,16
12743,42,42
12744,25,25
12745,32,32
12746,5,5
12747,2,2
12748,25,25
12749,15,15
12750,23,23
12751,19,19
12752,83,83
12753,29,29
12754,27,27
12755,42,42
12756,25,25
12757,90,90
12758,20,20
12759,18,18
12760,41,41
12761,0,0
12762,52,52
12763,57,57
12764,15,15
12765,22,22
12766,115,115
12767,19,19
12768,12,12
12769,26,26
12770,51,51
12771,16,16
12772,67,67
12773,18,18
12774,61,61
12775,52,52
12776,37,37
12777,39,39
12778,34,34
12779,24,24
12780,5,5
12781,31,31
12782,5,5
12783,41,41
12784,10,10
12785,31,31
12786,0,0
12787,0,0
12788,36,36
12789,2,2
12790,88,88
12791,18,18
12792,15,15
12793,2,2
12794,86,86
12795,0,0
12796,2,2
12797,4,4
12798,52,52
12799,27,27
12800,197,197
12801,2,2
12802,31,31
12803,47,47
12804,0,0
12805,22,22
12806,32,32
12807,20,20
12808,40,40
12809,47,47
12810,12,12
12811,15,15
12812,46,46
12813,2,2
12814,50,50
12815,21,21
12816,34,34
12817,50,50
12818,120,120
12819,70,70
12820,56,56
12821,9,9
12822,10,10
12823,29,29
12824,10,10
12825,11,11
12826,33,33
12827,21,21
12828,27,27
12829,53,53
12830,28,28
12831,4,4
12832,7,7
12833,32,32
12834,8,8
12835,19,19
12836,17,17
12837,9,9
12838,11,11
12839,86,86
12840,33,33
12841,4,4
12842,25,25
12843,57,57
12844,14,14
12845,30,30
12846,36,36
12847,7,7
12848,40,40
12849,36,36
12850,22,22
12851,0,0
12852,0,0
12853,3,3
12854,17,17
12855,28,28
12856,38,38
12857,0,0
12858,15,15
12859,25,25
12860,47,47
12861,0,0
12862,37,37
12863,24,24
12864,52,52
12865,20,20
12866,65,65
12867,60,60
12868,72,72
12869,20,20
12870,2,2
12871,84,84
12872,7,7
12873,60,60
12874,36,36
12875,17,17
12876,67,67
12877,49,49
12878,21,21
12879,81,81
12880,26,26
12881,4,4
12882,17,17
12883,76,76
12884,7,7
12885,24,24
12886,37,37
12887,127,127
12888,148,148
12889,13,13
12890,23,23
12891,11,11
12892,25,25
12893,22,22
12894,16,16
12895,30,30
12896,1,1
12897,48,48
12898,26,26
12899,57,57
12900,104,104
12901,59,59
12902,29,29
12903,46,46
12904,16,16
12905,33,33
12906,36,36
12907,6,6
12908,52,52
12909,12,12
12910,83,83
12911,0,0
12912,33,33
12913,3,3
12914,45,45
12915,23,23
12916,5,5
12917,17,17
12918,14,14
12919,75,75
12920,41,41
12921,43,43
12922,64,64
12923,27,27
12924,5,5
12925,72,72
12926,26,26
12927,18,18
12928,0,0
12929,18,18
12930,18,18
12931,30,30
12932,39,39
12933,0,0
12934,20,20
12935,27,27
12936,0,0
12937,44,44
12938,67,67
12939,1,1
12940,0,0
12941,35,35
12942,41,41
12943,12,12
12944,39,39
12945,10,10
12946,32,32
12947,21,21
12948,52,52
12949,2,2
12950,71,71
12951,31,31
12952,2,2
12953,7,7
12954,24,24
12955,18,18
12956,26,26
12957,9,9
12958,52,52
12959,111,111
12960,36,36
12961,33,33
12962,239,239
12963,4,4
12964,10,10
12965,32,32
12966,29,29
12967,18,18
12968,64,64
12969,18,18
12970,28,28
12971,16,16
12972,0,0
12973,8,8
12974,47,47
12975,33,33
12976,0,0
12977,24,24
12978,21,21
12979,22,22
12980,82,82
12981,0,0
12982,14,14
12983,9,9
12984,10,10
12985,36,36
12986,0,0
12987,18,18
12988,26,26
12989,54,54
12990,101,101
12991,29,29
12992,15,15
12993,0,0
12994,0,0
12995,20,20
12996,68,68
12997,43,43
12998,0,0
12999,22,22
13000,30,30
13001,10,10
13002,18,18
13003,32,32
13004,42,42
13005,0,0
13006,10,10
13007,37,37
13008,45,45
13009,38,38
13010,53,53
13011,33,33
13012,30,30
13013,12,12
13014,60,60
13015,25,25
13016,30,30
13017,22,22
13018,75,75
13019,45,45
13020,17,17
13021,27,27
13022,17,17
13023,28,28
13024,27,27
13025,33,33
13026,13,13
13027,0,0
13028,33,33
13029,19,19
13030,42,42
13031,6,6
13032,24,24
13033,21,21
13034,39,39
13035,36,36
13036,30,30
13037,17,17
13038,20,20
13039,43,43
13040,33,33
13041,14,14
13042,39,39
13043,31,31
13044,33,33
13045,14,14
13046,11,11
13047,22,22
13048,58,58
13049,27,27
13050,0,0
13051,18,18
13052,110,110
13053,30,30
13054,20,20
13055,0,0
13056,63,63
13057,43,43
13058,65,65
13059,0,0
13060,29,29
13061,790,790
13062,21,21
13063,40,40
13064,58,58
13065,0,0
13066,61,61
13067,100,100
13068,9,9
13069,55,55
13070,8,8
13071,13,13
13072,35,35
13073,10,10
13074,16,16
13075,15,15
13076,14,14
13077,6,6
13078,23,23
13079,26,26
13080,18,18
13081,8,8
13082,40,40
13083,0,0
13084,28,28
13085,18,18
13086,4,4
13087,25,25
13088,7,7
13089,8,8
13090,12,12
13091,48,48
13092,12,12
13093,42,42
13094,24,24
13095,0,0
13096,0,0
13097,0,0
13098,0,0
13099,5,5
13100,37,37
13101,17,17
13102,23,23
13103,8,8
13104,32,32
13105,52,52
13106,29,29
13107,37,37
13108,114,114
13109,58,58
13110,17,17
13111,9,9
13112,0,0
13113,46,46
13114,3,3
13115,64,64
13116,0,0
13117,5,5
13118,12,12
13119,12,12
13120,15,15
13121,22,22
13122,9,9
13123,24,24
13124,96,96
13125,26,26
13126,28,28
13127,24,24
13128,25,25
13129,29,29
13130,29,29
13131,56,56
13132,121,121
13133,39,39
13134,13,13
13135,71,71
13136,46,46
13137,26,26
13138,119,119
13139,52,52
13140,3,3
13141,18,18
13142,8,8
13143,16,16
13144,13,13
13145,1,1
13146,23,23
13147,4,4
13148,40,40
13149,17,17
13150,53,53
13151,12,12
13152,45,45
13153,35,35
13154,38,38
13155,0,0
13156,65,65
13157,6,6
13158,55,55
13159,6,6
13160,15,15
13161,15,15
13162,41,41
13163,19,19
13164,28,28
13165,36,36
13166,16,16
13167,71,71
13168,40,40
13169,26,26
13170,0,0
13171,11,11
13172,11,11
13173,4,4
13174,60,60
13175,0,0
13176,35,35
13177,17,17
13178,20,20
13179,0,0
13180,33,33
13181,22,22
13182,14,14
13183,0,0
13184,77,77
13185,67,67
13186,20,20
13187,0,0
13188,9,9
13189,36,36
13190,35,35
13191,45,45
13192,25,25
13193,24,24
13194,25,25
13195,24,24
13196,41,41
13197,18,18
13198,14,14
13199,46,46
13200,140,140
13201,4,4
13202,22,22
13203,35,35
13204,7,7
13205,6,6
13206,30,30
13207,0,0
13208,35,35
13209,18,18
13210,23,23
13211,16,16
13212,77,77
13213,31,31
13214,7,7
13215,62,62
13216,13,13
13217,28,28
13218,41,41
13219,52,52
13220,27,27
13221,35,35
13222,57,57
13223,36,36
13224,23,23
13225,18,18
13226,81,81
13227,6,6
13228,12,12
13229,43,43
13230,0,0
13231,75,75
13232,50,50
13233,38,38
13234,36,36
13235,41,41
13236,36,36
13237,22,22
13238,0,0
13239,27,27
13240,27,27
13241,45,45
13242,39,39
13243,38,38
13244,5,5
13245,0,0
13246,43,43
13247,46,46
13248,25,25
13249,15,15
13250,11,11
13251,14,14
13252,9,9
13253,7,7
13254,4,4
13255,35,35
13256,47,47
13257,4,4
13258,49,49
13259,40,40
13260,41,41
13261,19,19
13262,0,0
13263,6,6
13264,0,0
13265,0,0
13266,11,11
13267,21,21
13268,10,10
13269,21,21
13270,8,8
13271,34,34
13272,9,9
13273,24,24
13274,32,32
13275,34,34
13276,45,45
13277,179,179
13278,16,16
13279,55,55
13280,9,9
13281,3,3
13282,17,17
13283,31,31
13284,53,53
13285,104,104
13286,52,52
13287,12,12
13288,4,4
13289,15,15
13290,44,44
13291,36,36
13292,3,3
13293,0,0
13294,19,19
13295,31,31
13296,141,141
13297,30,30
13298,18,18
13299,17,17
13300,23,23
13301,60,60
13302,25,25
13303,0,0
13304,18,18
13305,0,0
13306,40,40
13307,62,62
13308,41,41
13309,28,28
13310,22,22
13311,43,43
13312,113,113
13313,6,6
13314,40,40
13315,45,45
13316,10,10
13317,10,10
13318,0,0
13319,52,52
13320,16,16
13321,92,92
13322,55,55
13323,7,7
13324,26,26
13325,19,19
13326,32,32
13327,16,16
13328,0,0
13329,2,2
13330,51,51
13331,8,8
13332,69,69
13333,33,33
13334,15,15
13335,0,0
13336,69,69
13337,16,16
13338,47,47
13339,41,41
13340,80,80
13341,7,7
13342,27,27
13343,9,9
13344,48,48
13345,11,11
13346,35,35
13347,27,27
13348,54,54
13349,96,96
13350,30,30
13351,34,34
13352,37,37
13353,26,26
13354,9,9
13355,84,84
13356,32,32
13357,22,22
13358,31,31
13359,18,18
13360,39,39
13361,0,0
13362,43,43
13363,20,20
13364,9,9
13365,1,1
13366,17,17
13367,28,28
13368,38,38
13369,20,20
13370,25,25
13371,49,49
13372,7,7
13373,7,7
13374,25,25
13375,20,20
13376,26,26
13377,54,54
13378,64,64
13379,148,148
13380,24,24
13381,34,34
13382,32,32
13383,21,21
13384,16,16
13385,5,5
13386,17,17
13387,54,54
13388,50,50
13389,18,18
13390,25,25
13391,9,9
13392,20,20
13393,20,20
13394,28,28
13395,87,87
13396,24,24
13397,4,4
13398,31,31
13399,18,18
13400,36,36
13401,76,76
13402,40,40
13403,5,5
13404,21,21
13405,25,25
13406,24,24
13407,16,16
13408,31,31
13409,33,33
13410,3,3
13411,0,0
13412,100,100
13413,17,17
13414,21,21
13415,14,14
13416,8,8
13417,39,39
13418,4,4
13419,93,93
13420,31,31
13421,0,0
13422,50,50
13423,33,33
13424,48,48
13425,23,23
13426,33,33
13427,77,77
13428,11,11
13429,40,40
13430,28,28
13431,16,16
13432,31,31
13433,43,43
13434,12,12
13435,17,17
13436,0,0
13437,4,4
13438,16,16
13439,14,14
13440,34,34
13441,50,50
13442,48,48
13443,9,9
13444,31,31
13445,88,88
13446,7,7
13447,54,54
13448,44,44
13449,28,28
13450,30,30
13451,37,37
13452,40,40
13453,15,15
13454,24,24
13455,78,78
13456,0,0
13457,26,26
13458,80,80
13459,55,55
13460,71,71
13461,0,0
13462,2,2
13463,0,0
13464,0,0
13465,55,55
13466,70,70
13467,28,28
13468,14,14
13469,53,53
13470,48,48
13471,32,32
13472,15,15
13473,84,84
13474,0,0
13475,2,2
13476,23,23
13477,22,22
13478,38,38
13479,95,95
13480,11,11
13481,33,33
13482,8,8
13483,43,43
13484,23,23
13485,10,10
13486,52,52
13487,33,33
13488,9,9
13489,73,73
13490,78,78
13491,83,83
13492,32,32
13493,41,41
13494,54,54
13495,14,14
13496,13,13
13497,2,2
13498,43,43
13499,49,49
13500,37,37
13501,0,0
13502,18,18
13503,4,4
13504,56,56
13505,59,59
13506,9,9
13507,4,4
13508,29,29
13509,11,11
13510,98,98
13511,55,55
13512,8,8
13513,120,120
13514,29,29
13515,30,30
13516,63,63
13517,28,28
13518,4,4
13519,37,37
13520,50,50
13521,20,20
13522,24,24
13523,3,3
13524,25,25
13525,32,32
13526,64,64
13527,64,64
13528,13,13
13529,46,46
13530,1,1
13531,19,19
13532,46,46
13533,0,0
13534,47,47
13535,3,3
13536,75,75
13537,27,27
13538,0,0
13539,21,21
13540,5,5
13541,29,29
13542,0,0
13543,14,14
13544,28,28
13545,34,34
13546,7,7
13547,38,38
13548,24,24
13549,65,65
13550,18,18
13551,45,45
13552,42,42
13553,20,20
13554,2,2
13555,69,69
13556,117,117
13557,53,53
13558,13,13
13559,20,20
13560,12,12
13561,39,39
13562,61,61
13563,48,48
13564,12,12
13565,0,0
13566,38,38
13567,2,2
13568,19,19
13569,27,27
13570,35,35
13571,35,35
13572,29,29
13573,43,43
13574,60,60
13575,0,0
13576,23,23
13577,21,21
13578,11,11
13579,15,15
13580,61,61
13581,28,28
13582,21,21
13583,28,28
13584,36,36
13585,40,40
13586,65,65
13587,15,15
13588,34,34
13589,71,71
13590,23,23
13591,13,13
13592,30,30
13593,1,1
13594,8,8
13595,60,60
13596,17,17
13597,1,1
13598,27,27
13599,8,8
13600,17,17
13601,53,53
13602,50,50
13603,54,54
13604,31,31
13605,33,33
13606,7,7
13607,24,24
13608,39,39
13609,0,0
13610,33,33
13611,43,43
13612,63,63
13613,9,9
13614,18,18
13615,29,29
13616,43,43
13617,24,24
13618,5,5
13619,35,35
13620,48,48
13621,32,32
13622,0,0
13623,10,10
13624,17,17
13625,64,64
13626,35,35
13627,13,13
13628,7,7
13629,8,8
13630,36,36
13631,73,73
13632,26,26
13633,40,40
13634,36,36
13635,11,11
13636,41,41
13637,31,31
13638,12,12
13639,46,46
13640,0,0
13641,24,24
13642,56,56
13643,45,45
13644,22,22
13645,42,42
13646,9,9
13647,19,19
13648,26,26
13649,5,5
13650,0,0
13651,15,15
13652,3,3
13653,17,17
13654,14,14
13655,26,26
13656,17,17
13657,19,19
13658,21,21
13659,26,26
13660,10,10
13661,54,54
13662,35,35
13663,34,34
13664,45,45
13665,69,69
13666,7,7
13667,77,77
13668,6,6
13669,69,69
13670,11,11
13671,46,46
13672,41,41
13673,32,32
13674,13,13
13675,31,31
13676,32,32
13677,46,46
13678,32,32
13679,61,61
13680,10,10
13681,23,23
13682,35,35
13683,22,22
13684,33,33
13685,25,25
13686,105,105
13687,52,52
13688,63,63
13689,27,27
13690,30,30
13691,24,24
13692,5,5
13693,16,16
13694,10,10
13695,19,19
13696,45,45
13697,62,62
13698,27,27
13699,0,0
13700,17,17
13701,51,51
13702,42,42
13703,0,0
13704,17,17
13705,70,70
13706,62,62
13707,20,20
13708,9,9
13709,9,9
13710,17,17
13711,9,9
13712,91,91
13713,22,22
13714,11,11
13715,24,24
13716,19,19
13717,48,48
13718,45,45
13719,21,21
13720,34,34
13721,24,24
13722,32,32
13723,12,12
13724,24,24
13725,53,53
13726,43,43
13727,64,64
13728,23,23
13729,20,20
13730,47,47
13731,14,14
13732,51,51
13733,16,16
13734,38,38
13735,13,13
13736,22,22
13737,0,0
13738,96,96
13739,16,16
13740,38,38
13741,14,14
13742,7,7
13743,58,58
13744,1,1
13745,25,25
13746,86,86
13747,54,54
13748,42,42
13749,21,21
13750,7,7
13751,40,40
13752,28,28
13753,63,63
13754,53,53
13755,0,0
13756,0,0
13757,58,58
13758,57,57
13759,13,13
13760,3,3
13761,24,24
13762,4,4
13763,88,88
13764,42,42
13765,14,14
13766,33,33
13767,16,16
13768,35,35
13769,11,11
13770,69,69
13771,21,21
13772,41,41
13773,29,29
13774,39,39
13775,24,24
13776,18,18
13777,38,38
13778,0,0
13779,10,10
13780,20,20
13781,48,48
13782,9,9
13783,0,0
13784,0,0
13785,72,72
13786,11,11
13787,47,47
13788,8,8
13789,44,44
13790,52,52
13791,9,9
13792,49,49
13793,8,8
13794,18,18
13795,8,8
13796,147,147
13797,32,32
13798,38,38
13799,37,37
13800,91,91
13801,5,5
13802,48,48
13803,27,27
13804,78,78
13805,85,85
13806,17,17
13807,20,20
13808,78,78
13809,55,55
13810,33,33
13811,87,87
13812,9,9
13813,19,19
13814,86,86
13815,27,27
13816,0,0
13817,93,93
13818,1,1
13819,27,27
13820,85,85
13821,30,30
13822,44,44
13823,47,47
13824,23,23
13825,53,53
13826,11,11
13827,48,48
13828,28,28
13829,12,12
13830,9,9
13831,18,18
13832,26,26
13833,2,2
13834,14,14
13835,6,6
13836,42,42
13837,53,53
13838,12,12
13839,32,32
13840,0,0
13841,43,43
13842,0,0
13843,58,58
13844,43,43
13845,73,73
13846,47,47
13847,11,11
13848,66,66
13849,63,63
13850,53,53
13851,16,16
13852,34,34
13853,52,52
13854,29,29
13855,100,100
13856,99,99
13857,23,23
13858,65,65
13859,82,82
13860,19,19
13861,13,13
13862,42,42
13863,73,73
13864,11,11
13865,59,59
13866,26,26
13867,16,16
13868,17,17
13869,28,28
13870,54,54
13871,50,50
13872,8,8
13873,37,37
13874,1,1
13875,24,24
13876,0,0
13877,24,24
13878,8,8
13879,16,16
13880,5,5
13881,29,29
13882,36,36
13883,40,40
13884,3,3
13885,30,30
13886,49,49
13887,6,6
13888,35,35
13889,34,34
13890,85,85
13891,17,17
13892,7,7
13893,33,33
13894,5,5
13895,3,3
13896,14,14
13897,46,46
13898,20,20
13899,2,2
13900,55,55
13901,0,0
13902,26,26
13903,112,112
13904,13,13
13905,53,53
13906,23,23
13907,25,25
13908,22,22
13909,10,10
13910,0,0
13911,32,32
13912,3,3
13913,34,34
13914,27,27
13915,35,35
13916,15,15
13917,30,30
13918,23,23
13919,23,23
13920,41,41
13921,7,7
13922,28,28
13923,22,22
13924,56,56
13925,17,17
13926,89,89
13927,5,5
13928,8,8
13929,22,22
13930,29,29
13931,77,77
13932,14,14
13933,12,12
13934,26,26
13935,29,29
13936,9,9
13937,56,56
13938,35,35
13939,1,1
13940,62,62
13941,19,19
13942,71,71
13943,118,118
13944,6,6
13945,30,30
13946,10,10
13947,22,22
13948,0,0
13949,47,47
13950,5,5
13951,30,30
13952,24,24
13953,17,17
13954,0,0
13955,16,16
13956,0,0
13957,38,38
13958,0,0
13959,3,3
13960,54,54
13961,0,0
13962,96,96
